Time;Open Price;Close Price;Low Price;High Price;Volume
01.01.2020 00:00;7167.72;7168.86;7145.01;7174.04;1288.45
01.01.2020 01:00;7169.32;7173.32;7156.85;7185.0;763.63
01.01.2020 02:00;7173.75;7176.41;7165.1;7187.89;508.3
01.01.2020 03:00;7176.51;7186.19;7171.01;7188.93;410.28
01.01.2020 04:00;7185.92;7200.48;7181.78;7208.41;651.16
01.01.2020 05:00;7200.52;7195.23;7185.76;7206.29;521.98
01.01.2020 06:00;7195.24;7177.02;7175.46;7196.25;511.81
01.01.2020 07:00;7176.47;7216.27;7175.71;7230.0;883.05
01.01.2020 08:00;7215.52;7242.85;7211.41;7244.87;655.16
01.01.2020 09:00;7242.66;7225.01;7220.0;7245.0;783.72
01.01.2020 10:00;7225.0;7217.27;7215.03;7230.0;467.81
01.01.2020 11:00;7217.26;7224.21;7216.65;7229.76;344.67
01.01.2020 12:00;7224.24;7225.62;7221.51;7236.27;621.47
01.01.2020 13:00;7225.88;7209.83;7199.11;7232.94;627.34
01.01.2020 14:00;7209.83;7200.64;7180.0;7210.0;915.55
01.01.2020 15:00;7200.29;7188.77;7188.0;7210.51;636.39
01.01.2020 16:00;7189.07;7202.0;7185.2;7210.0;537.76
01.01.2020 17:00;7202.01;7197.2;7188.61;7237.73;1076.96
01.01.2020 18:00;7197.2;7225.59;7196.15;7233.33;868.75
01.01.2020 19:00;7225.84;7221.2;7212.88;7231.89;612.18
01.01.2020 20:00;7221.17;7221.43;7208.17;7234.97;617.71
01.01.2020 21:00;7221.6;7234.19;7218.29;7255.0;1393.89
01.01.2020 22:00;7234.2;7245.37;7214.0;7246.42;881.93
01.01.2020 23:00;7244.34;7236.83;7224.92;7249.99;1069.21
02.01.2020 00:00;7237.02;7240.67;7225.17;7246.72;611.69
02.01.2020 00:00;7237.02;7240.67;7225.17;7246.72;611.69
02.01.2020 01:00;7240.8;7229.48;7225.49;7241.0;417.75
02.01.2020 02:00;7229.48;7236.73;7224.68;7242.98;391.83
02.01.2020 03:00;7237.26;7233.17;7227.0;7242.75;285.45
02.01.2020 04:00;7233.32;7197.99;7186.0;7234.49;769.03
02.01.2020 05:00;7197.62;7200.85;7175.15;7204.17;811.25
02.01.2020 06:00;7200.77;7211.02;7185.46;7212.5;391.35
02.01.2020 07:00;7211.04;7190.99;7185.11;7211.16;402.66
02.01.2020 08:00;7190.99;7169.02;7155.35;7191.0;1387.38
02.01.2020 09:00;7169.04;7129.61;7120.37;7169.06;1557.96
02.01.2020 10:00;7129.25;7142.21;7116.7;7161.0;1252.45
02.01.2020 11:00;7142.61;7138.93;7126.93;7152.05;569.51
02.01.2020 12:00;7138.93;7135.97;7121.43;7149.02;687.6
02.01.2020 13:00;7136.04;7110.57;7105.0;7140.63;1548.4
02.01.2020 14:00;7110.98;7154.36;7109.11;7157.48;1114.83
02.01.2020 15:00;7153.57;7162.01;7135.36;7165.0;840.0
02.01.2020 16:00;7162.18;7161.83;7153.33;7180.0;1446.22
02.01.2020 17:00;7161.89;7139.79;7139.03;7168.67;761.16
02.01.2020 18:00;7139.73;7158.29;7139.03;7163.4;794.03
02.01.2020 19:00;7158.86;7131.15;7107.43;7163.35;1566.28
02.01.2020 20:00;7131.18;7135.59;7122.34;7157.1;956.3
02.01.2020 21:00;7135.59;7130.98;7120.0;7152.0;862.43
02.01.2020 22:00;7130.37;7052.32;7020.0;7146.85;3604.47
02.01.2020 23:00;7052.32;6970.04;6924.74;7053.09;6183.83
03.01.2020 00:00;6970.04;6974.02;6949.96;6989.68;1513.6
03.01.2020 00:00;6970.04;6974.02;6949.96;6989.68;1513.6
03.01.2020 01:00;6974.02;6983.27;6960.0;6995.0;1397.13
